dataSetName,dataSetNumber,Lenght,Lambda,Neff,phaseShift
225,waveguide_smt_L1.0_LAM1220_Neff2.1_end.0-trans.2d_dat,1.0,1220,2.1,1.71949796e+00
226,waveguide_smt_L1.0_LAM1220_Neff2.3_end.0-trans.2d_dat,1.0,1220,2.3,8.45912226e-01
227,waveguide_smt_L1.0_LAM1220_Neff2.5_end.0-trans.2d_dat,1.0,1220,2.5,-4.08626434e-01
228,waveguide_smt_L1.0_LAM1220_Neff2.7_end.0-trans.2d_dat,1.0,1220,2.7,-1.40734715e+00
229,waveguide_smt_L1.0_LAM1220_Neff2.9_end.0-trans.2d_dat,1.0,1220,2.9,-2.16831709e+00
230,waveguide_smt_L1.0_LAM1230_Neff1.1_end.0-trans.2d_dat,1.0,1230,1.1,6.64076496e-01
231,waveguide_smt_L1.0_LAM1230_Neff1.3_end.0-trans.2d_dat,1.0,1230,1.3,-3.62157355e-01
232,waveguide_smt_L1.0_LAM1230_Neff1.5_end.0-trans.2d_dat,1.0,1230,1.5,-1.38789326e+00
233,waveguide_smt_L1.0_LAM1230_Neff1.7_end.0-trans.2d_dat,1.0,1230,1.7,-2.35500092e+00
234,waveguide_smt_L1.0_LAM1230_Neff1.9_end.0-trans.2d_dat,1.0,1230,1.9,2.82034474e+00
235,waveguide_smt_L1.0_LAM1230_Neff2.1_end.0-trans.2d_dat,1.0,1230,2.1,1.79297405e+00
236,waveguide_smt_L1.0_LAM1230_Neff2.3_end.0-trans.2d_dat,1.0,1230,2.3,9.40038497e-01
237,waveguide_smt_L1.0_LAM1230_Neff2.5_end.0-trans.2d_dat,1.0,1230,2.5,-2.74000690e-01
238,waveguide_smt_L1.0_LAM1230_Neff2.7_end.0-trans.2d_dat,1.0,1230,2.7,-1.32488871e+00
239,waveguide_smt_L1.0_LAM1230_Neff2.9_end.0-trans.2d_dat,1.0,1230,2.9,-2.06038201e+00
240,waveguide_smt_L1.0_LAM1240_Neff1.1_end.0-trans.2d_dat,1.0,1240,1.1,7.09391890e-01
241,waveguide_smt_L1.0_LAM1240_Neff1.3_end.0-trans.2d_dat,1.0,1240,1.3,-3.08014956e-01
242,waveguide_smt_L1.0_LAM1240_Neff1.5_end.0-trans.2d_dat,1.0,1240,1.5,-1.32869515e+00
243,waveguide_smt_L1.0_LAM1240_Neff1.7_end.0-trans.2d_dat,1.0,1240,1.7,-2.28513793e+00
244,waveguide_smt_L1.0_LAM1240_Neff1.9_end.0-trans.2d_dat,1.0,1240,1.9,2.90891448e+00
245,waveguide_smt_L1.0_LAM1240_Neff2.1_end.0-trans.2d_dat,1.0,1240,2.1,1.86633900e+00
246,waveguide_smt_L1.0_LAM1240_Neff2.3_end.0-trans.2d_dat,1.0,1240,2.3,1.02848627e+00
247,waveguide_smt_L1.0_LAM1240_Neff2.5_end.0-trans.2d_dat,1.0,1240,2.5,-1.37063884e-01
248,waveguide_smt_L1.0_LAM1240_Neff2.7_end.0-trans.2d_dat,1.0,1240,2.7,-1.24055967e+00
249,waveguide_smt_L1.0_LAM1240_Neff2.9_end.0-trans.2d_dat,1.0,1240,2.9,-1.96278094e+00
250,waveguide_smt_L1.0_LAM1250_Neff1.1_end.0-trans.2d_dat,1.0,1250,1.1,7.53982237e-01
251,waveguide_smt_L1.0_LAM1250_Neff1.3_end.0-trans.2d_dat,1.0,1250,1.3,-2.54693395e-01
252,waveguide_smt_L1.0_LAM1250_Neff1.5_end.0-trans.2d_dat,1.0,1250,1.5,-1.27028690e+00
253,waveguide_smt_L1.0_LAM1250_Neff1.7_end.0-trans.2d_dat,1.0,1250,1.7,-2.21725624e+00
254,waveguide_smt_L1.0_LAM1250_Neff1.9_end.0-trans.2d_dat,1.0,1250,1.9,2.99693845e+00
255,waveguide_smt_L1.0_LAM1250_Neff2.1_end.0-trans.2d_dat,1.0,1250,2.1,1.93990142e+00
256,waveguide_smt_L1.0_LAM1250_Neff2.3_end.0-trans.2d_dat,1.0,1250,2.3,1.11193875e+00
257,waveguide_smt_L1.0_LAM1250_Neff2.5_end.0-trans.2d_dat,1.0,1250,2.5,1.70499856e-11
258,waveguide_smt_L1.0_LAM1250_Neff2.7_end.0-trans.2d_dat,1.0,1250,2.7,-1.15337188e+00
259,waveguide_smt_L1.0_LAM1250_Neff2.9_end.0-trans.2d_dat,1.0,1250,2.9,-1.87329762e+00
260,waveguide_smt_L1.0_LAM1260_Neff1.1_end.0-trans.2d_dat,1.0,1260,1.1,7.97864801e-01
261,waveguide_smt_L1.0_LAM1260_Neff1.3_end.0-trans.2d_dat,1.0,1260,1.3,-2.02181030e-01
262,waveguide_smt_L1.0_LAM1260_Neff1.5_end.0-trans.2d_dat,1.0,1260,1.5,-1.21262009e+00
263,waveguide_smt_L1.0_LAM1260_Neff1.7_end.0-trans.2d_dat,1.0,1260,1.7,-2.15125460e+00
264,waveguide_smt_L1.0_LAM1260_Neff1.9_end.0-trans.2d_dat,1.0,1260,1.9,3.08410673e+00
265,waveguide_smt_L1.0_LAM1260_Neff2.1_end.0-trans.2d_dat,1.0,1260,2.1,2.01393368e+00
266,waveguide_smt_L1.0_LAM1260_Neff2.3_end.0-trans.2d_dat,1.0,1260,2.3,1.19107128e+00
267,waveguide_smt_L1.0_LAM1260_Neff2.5_end.0-trans.2d_dat,1.0,1260,2.5,1.34900342e-01
268,waveguide_smt_L1.0_LAM1260_Neff2.7_end.0-trans.2d_dat,1.0,1260,2.7,-1.06237100e+00
269,waveguide_smt_L1.0_LAM1260_Neff2.9_end.0-trans.2d_dat,1.0,1260,2.9,-1.79003857e+00
270,waveguide_smt_L1.0_LAM1270_Neff1.1_end.0-trans.2d_dat,1.0,1270,1.1,8.41056301e-01
271,waveguide_smt_L1.0_LAM1270_Neff1.3_end.0-trans.2d_dat,1.0,1270,1.3,-1.50466548e-01
272,waveguide_smt_L1.0_LAM1270_Neff1.5_end.0-trans.2d_dat,1.0,1270,1.5,-1.15565179e+00
273,waveguide_smt_L1.0_LAM1270_Neff1.7_end.0-trans.2d_dat,1.0,1270,1.7,-2.08702534e+00
274,waveguide_smt_L1.0_LAM1270_Neff1.9_end.0-trans.2d_dat,1.0,1270,1.9,-3.11307015e+00
275,waveguide_smt_L1.0_LAM1270_Neff2.1_end.0-trans.2d_dat,1.0,1270,2.1,2.08867043e+00
276,waveguide_smt_L1.0_LAM1270_Neff2.3_end.0-trans.2d_dat,1.0,1270,2.3,1.26652619e+00
277,waveguide_smt_L1.0_LAM1270_Neff2.5_end.0-trans.2d_dat,1.0,1270,2.5,2.65554669e-01
278,waveguide_smt_L1.0_LAM1270_Neff2.7_end.0-trans.2d_dat,1.0,1270,2.7,-9.66655407e-01
279,waveguide_smt_L1.0_LAM1270_Neff2.9_end.0-trans.2d_dat,1.0,1270,2.9,-1.71140188e+00
280,waveguide_smt_L1.0_LAM1280_Neff1.1_end.0-trans.2d_dat,1.0,1280,1.1,8.83572934e-01
281,waveguide_smt_L1.0_LAM1280_Neff1.3_end.0-trans.2d_dat,1.0,1280,1.3,-9.95388543e-02
282,waveguide_smt_L1.0_LAM1280_Neff1.5_end.0-trans.2d_dat,1.0,1280,1.5,-1.09934436e+00
283,waveguide_smt_L1.0_LAM1280_Neff1.7_end.0-trans.2d_dat,1.0,1280,1.7,-2.02445741e+00
284,waveguide_smt_L1.0_LAM1280_Neff1.9_end.0-trans.2d_dat,1.0,1280,1.9,-3.02850578e+00
285,waveguide_smt_L1.0_LAM1280_Neff2.1_end.0-trans.2d_dat,1.0,1280,2.1,2.16430588e+00
286,waveguide_smt_L1.0_LAM1280_Neff2.3_end.0-trans.2d_dat,1.0,1280,2.3,1.33890077e+00
287,waveguide_smt_L1.0_LAM1280_Neff2.5_end.0-trans.2d_dat,1.0,1280,2.5,3.90336572e-01
288,waveguide_smt_L1.0_LAM1280_Neff2.7_end.0-trans.2d_dat,1.0,1280,2.7,-8.65421104e-01
289,waveguide_smt_L1.0_LAM1280_Neff2.9_end.0-trans.2d_dat,1.0,1280,2.9,-1.63602333e+00
290,waveguide_smt_L1.0_LAM1290_Neff1.1_end.0-trans.2d_dat,1.0,1290,1.1,9.25430394e-01
291,waveguide_smt_L1.0_LAM1290_Neff1.3_end.0-trans.2d_dat,1.0,1290,1.3,-4.93869782e-02
292,waveguide_smt_L1.0_LAM1290_Neff1.5_end.0-trans.2d_dat,1.0,1290,1.5,-1.04366526e+00
293,waveguide_smt_L1.0_LAM1290_Neff1.7_end.0-trans.2d_dat,1.0,1290,1.7,-1.96343882e+00
294,waveguide_smt_L1.0_LAM1290_Neff1.9_end.0-trans.2d_dat,1.0,1290,1.9,-2.94563794e+00
295,waveguide_smt_L1.0_LAM1290_Neff2.1_end.0-trans.2d_dat,1.0,1290,2.1,2.24098995e+00
296,waveguide_smt_L1.0_LAM1290_Neff2.3_end.0-trans.2d_dat,1.0,1290,2.3,1.40874330e+00
297,waveguide_smt_L1.0_LAM1290_Neff2.5_end.0-trans.2d_dat,1.0,1290,2.5,5.08196144e-01
298,waveguide_smt_L1.0_LAM1290_Neff2.7_end.0-trans.2d_dat,1.0,1290,2.7,-7.58038548e-01
299,waveguide_smt_L1.0_LAM1290_Neff2.9_end.0-trans.2d_dat,1.0,1290,2.9,-1.56272049e+00
300,waveguide_smt_L1.0_LAM1300_Neff1.1_end.0-trans.2d_dat,1.0,1300,1.1,9.66643893e-01
301,waveguide_smt_L1.0_LAM1300_Neff1.3_end.0-trans.2d_dat,1.0,1300,1.3,6.37203691e-12
302,waveguide_smt_L1.0_LAM1300_Neff1.5_end.0-trans.2d_dat,1.0,1300,1.5,-9.88586737e-01
303,waveguide_smt_L1.0_LAM1300_Neff1.7_end.0-trans.2d_dat,1.0,1300,1.7,-1.90385856e+00
304,waveguide_smt_L1.0_LAM1300_Neff1.9_end.0-trans.2d_dat,1.0,1300,1.9,-2.86467866e+00
305,waveguide_smt_L1.0_LAM1300_Neff2.1_end.0-trans.2d_dat,1.0,1300,2.1,2.31882365e+00
306,waveguide_smt_L1.0_LAM1300_Neff2.3_end.0-trans.2d_dat,1.0,1300,2.3,1.47655399e+00
307,waveguide_smt_L1.0_LAM1300_Neff2.5_end.0-trans.2d_dat,1.0,1300,2.5,6.18651084e-01
308,waveguide_smt_L1.0_LAM1300_Neff2.7_end.0-trans.2d_dat,1.0,1300,2.7,-6.44162775e-01
309,waveguide_smt_L1.0_LAM1300_Neff2.9_end.0-trans.2d_dat,1.0,1300,2.9,-1.49044245e+00
310,waveguide_smt_L1.0_LAM1310_Neff1.1_end.0-trans.2d_dat,1.0,1310,1.1,1.00722818e+00
311,waveguide_smt_L1.0_LAM1310_Neff1.3_end.0-trans.2d_dat,1.0,1310,1.3,4.86330113e-02
312,waveguide_smt_L1.0_LAM1310_Neff1.5_end.0-trans.2d_dat,1.0,1310,1.5,-9.34085579e-01
313,waveguide_smt_L1.0_LAM1310_Neff1.7_end.0-trans.2d_dat,1.0,1310,1.7,-1.84560813e+00
314,waveguide_smt_L1.0_LAM1310_Neff1.9_end.0-trans.2d_dat,1.0,1310,1.9,-2.78579449e+00
315,waveguide_smt_L1.0_LAM1310_Neff2.1_end.0-trans.2d_dat,1.0,1310,2.1,2.39785408e+00
316,waveguide_smt_L1.0_LAM1310_Neff2.3_end.0-trans.2d_dat,1.0,1310,2.3,1.54278841e+00
317,waveguide_smt_L1.0_LAM1310_Neff2.5_end.0-trans.2d_dat,1.0,1310,2.5,7.21689950e-01
318,waveguide_smt_L1.0_LAM1310_Neff2.7_end.0-trans.2d_dat,1.0,1310,2.7,-5.23867415e-01
319,waveguide_smt_L1.0_LAM1310_Neff2.9_end.0-trans.2d_dat,1.0,1310,2.9,-1.41822746e+00
320,waveguide_smt_L1.0_LAM1320_Neff1.1_end.0-trans.2d_dat,1.0,1320,1.1,1.04719755e+00
321,waveguide_smt_L1.0_LAM1320_Neff1.3_end.0-trans.2d_dat,1.0,1320,1.3,9.65230447e-02
322,waveguide_smt_L1.0_LAM1320_Neff1.5_end.0-trans.2d_dat,1.0,1320,1.5,-8.80142832e-01
323,waveguide_smt_L1.0_LAM1320_Neff1.7_end.0-trans.2d_dat,1.0,1320,1.7,-1.78858260e+00
324,waveguide_smt_L1.0_LAM1320_Neff1.9_end.0-trans.2d_dat,1.0,1320,1.9,-2.70910478e+00
325,waveguide_smt_L1.0_LAM1320_Neff2.1_end.0-trans.2d_dat,1.0,1320,2.1,2.47806988e+00
326,waveguide_smt_L1.0_LAM1320_Neff2.3_end.0-trans.2d_dat,1.0,1320,2.3,1.60786204e+00
327,waveguide_smt_L1.0_LAM1320_Neff2.5_end.0-trans.2d_dat,1.0,1320,2.5,8.17640128e-01
328,waveguide_smt_L1.0_LAM1320_Neff2.7_end.0-trans.2d_dat,1.0,1320,2.7,-3.97774694e-01
329,waveguide_smt_L1.0_LAM1320_Neff2.9_end.0-trans.2d_dat,1.0,1320,2.9,-1.34516836e+00
330,waveguide_smt_L1.0_LAM1330_Neff1.1_end.0-trans.2d_dat,1.0,1330,1.1,1.08656588e+00
331,waveguide_smt_L1.0_LAM1330_Neff1.3_end.0-trans.2d_dat,1.0,1330,1.3,1.43681181e-01
332,waveguide_smt_L1.0_LAM1330_Neff1.5_end.0-trans.2d_dat,1.0,1330,1.5,-8.26743481e-01
333,waveguide_smt_L1.0_LAM1330_Neff1.7_end.0-trans.2d_dat,1.0,1330,1.7,-1.73268148e+00
334,waveguide_smt_L1.0_LAM1330_Neff1.9_end.0-trans.2d_dat,1.0,1330,1.9,-2.63468293e+00
335,waveguide_smt_L1.0_LAM1330_Neff2.1_end.0-trans.2d_dat,1.0,1330,2.1,2.55939781e+00
336,waveguide_smt_L1.0_LAM1330_Neff2.3_end.0-trans.2d_dat,1.0,1330,2.3,1.67215485e+00
337,waveguide_smt_L1.0_LAM1330_Neff2.5_end.0-trans.2d_dat,1.0,1330,2.5,9.07040389e-01
338,waveguide_smt_L1.0_LAM1330_Neff2.7_end.0-trans.2d_dat,1.0,1330,2.7,-2.67133058e-01
339,waveguide_smt_L1.0_LAM1330_Neff2.9_end.0-trans.2d_dat,1.0,1330,2.9,-1.27038595e+00
340,waveguide_smt_L1.0_LAM1340_Neff1.1_end.0-trans.2d_dat,1.0,1340,1.1,1.12534662e+00
341,waveguide_smt_L1.0_LAM1340_Neff1.3_end.0-trans.2d_dat,1.0,1340,1.3,1.90118618e-01
342,waveguide_smt_L1.0_LAM1340_Neff1.5_end.0-trans.2d_dat,1.0,1340,1.5,-7.73876131e-01
343,waveguide_smt_L1.0_LAM1340_Neff1.7_end.0-trans.2d_dat,1.0,1340,1.7,-1.67780925e+00
344,waveguide_smt_L1.0_LAM1340_Neff1.9_end.0-trans.2d_dat,1.0,1340,1.9,-2.56255992e+00
345,waveguide_smt_L1.0_LAM600_Neff1.1_end.0-trans.2d_dat,1.0,600,1.1,1.04719755e+00
346,waveguide_smt_L1.0_LAM600_Neff1.3_end.0-trans.2d_dat,1.0,600,1.3,-1.05319073e+00
347,waveguide_smt_L1.0_LAM600_Neff1.5_end.0-trans.2d_dat,1.0,600,1.5,-3.14159265e+00
348,waveguide_smt_L1.0_LAM600_Neff1.7_end.0-trans.2d_dat,1.0,600,1.7,1.08605195e+00
349,waveguide_smt_L1.0_LAM600_Neff1.9_end.0-trans.2d_dat,1.0,600,1.9,-1.10659715e+00
350,waveguide_smt_L1.0_LAM600_Neff2.1_end.0-trans.2d_dat,1.0,600,2.1,-3.14159265e+00
351,waveguide_smt_L1.0_LAM600_Neff2.3_end.0-trans.2d_dat,1.0,600,2.3,1.14840405e+00
352,waveguide_smt_L1.0_LAM600_Neff2.5_end.0-trans.2d_dat,1.0,600,2.5,-1.16836646e+00
353,waveguide_smt_L1.0_LAM600_Neff2.7_end.0-trans.2d_dat,1.0,600,2.7,-3.14159265e+00
354,waveguide_smt_L1.0_LAM600_Neff2.9_end.0-trans.2d_dat,1.0,600,2.9,1.20511798e+00
355,waveguide_smt_L1.0_LAM610_Neff1.1_end.0-trans.2d_dat,1.0,610,1.1,1.23603645e+00
356,waveguide_smt_L1.0_LAM610_Neff1.3_end.0-trans.2d_dat,1.0,610,1.3,-8.30944216e-01
357,waveguide_smt_L1.0_LAM610_Neff1.5_end.0-trans.2d_dat,1.0,610,1.5,-2.87218249e+00
358,waveguide_smt_L1.0_LAM610_Neff1.7_end.0-trans.2d_dat,1.0,610,1.7,1.35875679e+00
359,waveguide_smt_L1.0_LAM610_Neff1.9_end.0-trans.2d_dat,1.0,610,1.9,-7.92073798e-01
360,waveguide_smt_L1.0_LAM610_Neff2.1_end.0-trans.2d_dat,1.0,610,2.1,-2.71162272e+00
361,waveguide_smt_L1.0_LAM610_Neff2.3_end.0-trans.2d_dat,1.0,610,2.3,1.47034810e+00
362,waveguide_smt_L1.0_LAM610_Neff2.5_end.0-trans.2d_dat,1.0,610,2.5,-7.67209145e-01
363,waveguide_smt_L1.0_LAM610_Neff2.7_end.0-trans.2d_dat,1.0,610,2.7,-2.52070584e+00
364,waveguide_smt_L1.0_LAM610_Neff2.9_end.0-trans.2d_dat,1.0,610,2.9,1.55371627e+00
365,waveguide_smt_L1.0_LAM620_Neff1.1_end.0-trans.2d_dat,1.0,620,1.1,1.41878378e+00
366,waveguide_smt_L1.0_LAM620_Neff1.3_end.0-trans.2d_dat,1.0,620,1.3,-6.14578010e-01
367,waveguide_smt_L1.0_LAM620_Neff1.5_end.0-trans.2d_dat,1.0,620,1.5,-2.61454605e+00
368,waveguide_smt_L1.0_LAM620_Neff1.7_end.0-trans.2d_dat,1.0,620,1.7,1.61702467e+00
369,waveguide_smt_L1.0_LAM620_Neff1.9_end.0-trans.2d_dat,1.0,620,1.9,-4.59509884e-01
370,waveguide_smt_L1.0_LAM620_Neff2.1_end.0-trans.2d_dat,1.0,620,2.1,-2.33453349e+00
371,waveguide_smt_L1.0_LAM620_Neff2.3_end.0-trans.2d_dat,1.0,620,2.3,1.76968918e+00
372,waveguide_smt_L1.0_LAM620_Neff2.5_end.0-trans.2d_dat,1.0,620,2.5,-2.71839750e-01
373,waveguide_smt_L1.0_LAM620_Neff2.7_end.0-trans.2d_dat,1.0,620,2.7,-2.06664910e+00
374,waveguide_smt_L1.0_LAM620_Neff2.9_end.0-trans.2d_dat,1.0,620,2.9,1.88531396e+00
375,waveguide_smt_L1.0_LAM630_Neff1.1_end.0-trans.2d_dat,1.0,630,1.1,1.59572960e+00
376,waveguide_smt_L1.0_LAM630_Neff1.3_end.0-trans.2d_dat,1.0,630,1.3,-4.03927879e-01
377,waveguide_smt_L1.0_LAM630_Neff1.5_end.0-trans.2d_dat,1.0,630,1.5,-2.36995453e+00
378,waveguide_smt_L1.0_LAM630_Neff1.7_end.0-trans.2d_dat,1.0,630,1.7,1.86818857e+00
379,waveguide_smt_L1.0_LAM630_Neff1.9_end.0-trans.2d_dat,1.0,630,1.9,-1.14878035e-01
380,waveguide_smt_L1.0_LAM630_Neff2.1_end.0-trans.2d_dat,1.0,630,2.1,-2.01393368e+00
381,waveguide_smt_L1.0_LAM630_Neff2.3_end.0-trans.2d_dat,1.0,630,2.3,2.08103776e+00
382,waveguide_smt_L1.0_LAM630_Neff2.5_end.0-trans.2d_dat,1.0,630,2.5,2.67617492e-01
383,waveguide_smt_L1.0_LAM630_Neff2.7_end.0-trans.2d_dat,1.0,630,2.7,-1.72896589e+00
384,waveguide_smt_L1.0_LAM630_Neff2.9_end.0-trans.2d_dat,1.0,630,2.9,2.28993648e+00
385,waveguide_smt_L1.0_LAM640_Neff1.1_end.0-trans.2d_dat,1.0,640,1.1,1.76714587e+00
386,waveguide_smt_L1.0_LAM640_Neff1.3_end.0-trans.2d_dat,1.0,640,1.3,-1.99024219e-01
387,waveguide_smt_L1.0_LAM640_Neff1.5_end.0-trans.2d_dat,1.0,640,1.5,-2.13817765e+00
388,waveguide_smt_L1.0_LAM640_Neff1.7_end.0-trans.2d_dat,1.0,640,1.7,2.11817863e+00
389,waveguide_smt_L1.0_LAM640_Neff1.9_end.0-trans.2d_dat,1.0,640,1.9,2.25467915e-01
390,waveguide_smt_L1.0_LAM640_Neff2.1_end.0-trans.2d_dat,1.0,640,2.1,-1.73288057e+00
391,waveguide_smt_L1.0_LAM640_Neff2.3_end.0-trans.2d_dat,1.0,640,2.3,2.43228114e+00
392,waveguide_smt_L1.0_LAM640_Neff2.5_end.0-trans.2d_dat,1.0,640,2.5,7.36281152e-01
393,waveguide_smt_L1.0_LAM640_Neff2.7_end.0-trans.2d_dat,1.0,640,2.7,-1.43267674e+00
394,waveguide_smt_L1.0_LAM640_Neff2.9_end.0-trans.2d_dat,1.0,640,2.9,2.85020244e+00
395,waveguide_smt_L1.0_LAM650_Neff1.1_end.0-trans.2d_dat,1.0,650,1.1,1.93328779e+00
396,waveguide_smt_L1.0_LAM650_Neff1.3_end.0-trans.2d_dat,1.0,650,1.3,1.27440738e-11
397,waveguide_smt_L1.0_LAM650_Neff1.5_end.0-trans.2d_dat,1.0,650,1.5,-1.91786702e+00
398,waveguide_smt_L1.0_LAM650_Neff1.7_end.0-trans.2d_dat,1.0,650,1.7,2.37080452e+00
399,waveguide_smt_L1.0_LAM650_Neff1.9_end.0-trans.2d_dat,1.0,650,1.9,5.44233410e-01
400,waveguide_smt_L1.0_LAM650_Neff2.1_end.0-trans.2d_dat,1.0,650,2.1,-1.47130921e+00
401,waveguide_smt_L1.0_LAM650_Neff2.3_end.0-trans.2d_dat,1.0,650,2.3,2.83495715e+00
402,waveguide_smt_L1.0_LAM650_Neff2.5_end.0-trans.2d_dat,1.0,650,2.5,1.10005602e+00
403,waveguide_smt_L1.0_LAM650_Neff2.7_end.0-trans.2d_dat,1.0,650,2.7,-1.12135757e+00
404,waveguide_smt_L1.0_LAM650_Neff2.9_end.0-trans.2d_dat,1.0,650,2.9,-2.78576357e+00
405,waveguide_smt_L1.0_LAM660_Neff1.1_end.0-trans.2d_dat,1.0,660,1.1,2.09439510e+00
406,waveguide_smt_L1.0_LAM660_Neff1.3_end.0-trans.2d_dat,1.0,660,1.3,1.92997286e-01
407,waveguide_smt_L1.0_LAM660_Neff1.5_end.0-trans.2d_dat,1.0,660,1.5,-1.70707593e+00
408,waveguide_smt_L1.0_LAM660_Neff1.7_end.0-trans.2d_dat,1.0,660,1.7,2.62718514e+00
409,waveguide_smt_L1.0_LAM660_Neff1.9_end.0-trans.2d_dat,1.0,660,1.9,8.32749628e-01
410,waveguide_smt_L1.0_LAM660_Neff2.1_end.0-trans.2d_dat,1.0,660,2.1,-1.21165392e+00
411,waveguide_smt_L1.0_LAM660_Neff2.3_end.0-trans.2d_dat,1.0,660,2.3,-3.01953937e+00
412,waveguide_smt_L1.0_LAM660_Neff2.5_end.0-trans.2d_dat,1.0,660,2.5,1.39380913e+00
413,waveguide_smt_L1.0_LAM660_Neff2.7_end.0-trans.2d_dat,1.0,660,2.7,-7.43556626e-01
414,waveguide_smt_L1.0_LAM660_Neff2.9_end.0-trans.2d_dat,1.0,660,2.9,-2.27140506e+00
415,waveguide_smt_L1.0_LAM670_Neff1.1_end.0-trans.2d_dat,1.0,670,1.1,2.25069324e+00
416,waveguide_smt_L1.0_LAM670_Neff1.3_end.0-trans.2d_dat,1.0,670,1.3,3.79874457e-01
417,waveguide_smt_L1.0_LAM670_Neff1.5_end.0-trans.2d_dat,1.0,670,1.5,-1.50370462e+00
418,waveguide_smt_L1.0_LAM670_Neff1.7_end.0-trans.2d_dat,1.0,670,1.7,2.88551200e+00
419,waveguide_smt_L1.0_LAM670_Neff1.9_end.0-trans.2d_dat,1.0,670,1.9,1.09212094e+00
420,waveguide_smt_L1.0_LAM670_Neff2.1_end.0-trans.2d_dat,1.0,670,2.1,-9.39608513e-01
421,waveguide_smt_L1.0_LAM670_Neff2.3_end.0-trans.2d_dat,1.0,670,2.3,-2.61844242e+00
422,waveguide_smt_L1.0_LAM670_Neff2.5_end.0-trans.2d_dat,1.0,670,2.5,1.65740211e+00
423,waveguide_smt_L1.0_LAM670_Neff2.7_end.0-trans.2d_dat,1.0,670,2.7,-2.65186514e-01
424,waveguide_smt_L1.0_LAM670_Neff2.9_end.0-trans.2d_dat,1.0,670,2.9,-1.91257474e+00
425,waveguide_smt_L1.0_LAM680_Neff1.1_end.0-trans.2d_dat,1.0,680,1.1,2.40239438e+00
426,waveguide_smt_L1.0_LAM680_Neff1.3_end.0-trans.2d_dat,1.0,680,1.3,5.60634337e-01
427,waveguide_smt_L1.0_LAM680_Neff1.5_end.0-trans.2d_dat,1.0,680,1.5,-1.30581051e+00
428,waveguide_smt_L1.0_LAM680_Neff1.7_end.0-trans.2d_dat,1.0,680,1.7,-3.14159265e+00
429,waveguide_smt_L1.0_LAM680_Neff1.9_end.0-trans.2d_dat,1.0,680,1.9,1.32888321e+00
430,waveguide_smt_L1.0_LAM680_Neff2.1_end.0-trans.2d_dat,1.0,680,2.1,-6.45542192e-01
431,waveguide_smt_L1.0_LAM680_Neff2.3_end.0-trans.2d_dat,1.0,680,2.3,-2.27756848e+00
432,waveguide_smt_L1.0_LAM680_Neff2.5_end.0-trans.2d_dat,1.0,680,2.5,1.92263587e+00
433,waveguide_smt_L1.0_LAM680_Neff2.7_end.0-trans.2d_dat,1.0,680,2.7,2.61376370e-01
434,waveguide_smt_L1.0_LAM680_Neff2.9_end.0-trans.2d_dat,1.0,680,2.9,-1.63217382e+00
435,waveguide_smt_L1.0_LAM690_Neff1.1_end.0-trans.2d_dat,1.0,690,1.1,2.54969839e+00
436,waveguide_smt_L1.0_LAM690_Neff1.3_end.0-trans.2d_dat,1.0,690,1.3,7.35390095e-01
437,waveguide_smt_L1.0_LAM690_Neff1.5_end.0-trans.2d_dat,1.0,690,1.5,-1.11180176e+00
438,waveguide_smt_L1.0_LAM690_Neff1.7_end.0-trans.2d_dat,1.0,690,1.7,-2.89288368e+00
439,waveguide_smt_L1.0_LAM690_Neff1.9_end.0-trans.2d_dat,1.0,690,1.9,1.55105308e+00
440,waveguide_smt_L1.0_LAM690_Neff2.1_end.0-trans.2d_dat,1.0,690,2.1,-3.28485329e-01
441,waveguide_smt_L1.0_LAM690_Neff2.3_end.0-trans.2d_dat,1.0,690,2.3,-1.99318860e+00
442,waveguide_smt_L1.0_LAM690_Neff2.5_end.0-trans.2d_dat,1.0,690,2.5,2.21700767e+00
443,waveguide_smt_L1.0_LAM690_Neff2.7_end.0-trans.2d_dat,1.0,690,2.7,7.16102689e-01
444,waveguide_smt_L1.0_LAM690_Neff2.9_end.0-trans.2d_dat,1.0,690,2.9,-1.37127579e+00
445,waveguide_smt_L1.0_LAM700_Neff1.1_end.0-trans.2d_dat,1.0,700,1.1,2.69279370e+00
446,waveguide_smt_L1.0_LAM700_Neff1.3_end.0-trans.2d_dat,1.0,700,1.3,9.04357685e-01
447,waveguide_smt_L1.0_LAM700_Neff1.5_end.0-trans.2d_dat,1.0,700,1.5,-9.20548193e-01
448,waveguide_smt_L1.0_LAM700_Neff1.7_end.0-trans.2d_dat,1.0,700,1.7,-2.65585198e+00
449,waveguide_smt_L1.0_LAM700_Neff1.9_end.0-trans.2d_dat,1.0,700,1.9,1.76620772e+00
450,waveguide_smt_L1.0_LAM700_Neff2.1_end.0-trans.2d_dat,1.0,700,2.1,2.29370659e-11
451,waveguide_smt_L1.0_LAM700_Neff2.3_end.0-trans.2d_dat,1.0,700,2.3,-1.74663997e+00
452,waveguide_smt_L1.0_LAM700_Neff2.5_end.0-trans.2d_dat,1.0,700,2.5,2.56297796e+00
453,waveguide_smt_L1.0_LAM700_Neff2.7_end.0-trans.2d_dat,1.0,700,2.7,1.06237100e+00
454,waveguide_smt_L1.0_LAM700_Neff2.9_end.0-trans.2d_dat,1.0,700,2.9,-1.08430810e+00
