dataSetName,dataSetNumber,Lenght,Lambda,Neff,phaseShift
455,waveguide_smt_L1.0_LAM710_Neff1.1_end.0-trans.2d_dat,1.0,710,1.1,2.83185817e+00
456,waveguide_smt_L1.0_LAM710_Neff1.3_end.0-trans.2d_dat,1.0,710,1.3,1.06783430e+00
457,waveguide_smt_L1.0_LAM710_Neff1.5_end.0-trans.2d_dat,1.0,710,1.5,-7.31431296e-01
458,waveguide_smt_L1.0_LAM710_Neff1.7_end.0-trans.2d_dat,1.0,710,1.7,-2.43284244e+00
459,waveguide_smt_L1.0_LAM710_Neff1.9_end.0-trans.2d_dat,1.0,710,1.9,1.98080771e+00
460,waveguide_smt_L1.0_LAM710_Neff2.1_end.0-trans.2d_dat,1.0,710,2.1,3.19431962e-01
461,waveguide_smt_L1.0_LAM710_Neff2.3_end.0-trans.2d_dat,1.0,710,2.3,-1.51909863e+00
462,waveguide_smt_L1.0_LAM710_Neff2.5_end.0-trans.2d_dat,1.0,710,2.5,2.96242157e+00
463,waveguide_smt_L1.0_LAM710_Neff2.7_end.0-trans.2d_dat,1.0,710,2.7,1.33447955e+00
464,waveguide_smt_L1.0_LAM710_Neff2.9_end.0-trans.2d_dat,1.0,710,2.9,-7.24712463e-01
465,waveguide_smt_L1.0_LAM720_Neff1.1_end.0-trans.2d_dat,1.0,720,1.1,2.96705973e+00
466,waveguide_smt_L1.0_LAM720_Neff1.3_end.0-trans.2d_dat,1.0,720,1.3,1.22617063e+00
467,waveguide_smt_L1.0_LAM720_Neff1.5_end.0-trans.2d_dat,1.0,720,1.5,-5.44338925e-01
468,waveguide_smt_L1.0_LAM720_Neff1.7_end.0-trans.2d_dat,1.0,720,1.7,-2.22409505e+00
469,waveguide_smt_L1.0_LAM720_Neff1.9_end.0-trans.2d_dat,1.0,720,1.9,2.19986150e+00
470,waveguide_smt_L1.0_LAM720_Neff2.1_end.0-trans.2d_dat,1.0,720,2.1,6.12279882e-01
471,waveguide_smt_L1.0_LAM720_Neff2.3_end.0-trans.2d_dat,1.0,720,2.3,-1.29469607e+00
472,waveguide_smt_L1.0_LAM720_Neff2.5_end.0-trans.2d_dat,1.0,720,2.5,-2.90683876e+00
473,waveguide_smt_L1.0_LAM720_Neff2.7_end.0-trans.2d_dat,1.0,720,2.7,1.57079633e+00
474,waveguide_smt_L1.0_LAM720_Neff2.9_end.0-trans.2d_dat,1.0,720,2.9,-2.59860658e-01
475,waveguide_smt_L1.0_LAM730_Neff1.1_end.0-trans.2d_dat,1.0,730,1.1,3.09855714e+00
476,waveguide_smt_L1.0_LAM730_Neff1.3_end.0-trans.2d_dat,1.0,730,1.3,1.37974271e+00
477,waveguide_smt_L1.0_LAM730_Neff1.5_end.0-trans.2d_dat,1.0,730,1.5,-3.59602729e-01
478,waveguide_smt_L1.0_LAM730_Neff1.7_end.0-trans.2d_dat,1.0,730,1.7,-2.02828149e+00
479,waveguide_smt_L1.0_LAM730_Neff1.9_end.0-trans.2d_dat,1.0,730,1.9,2.42645676e+00
480,waveguide_smt_L1.0_LAM730_Neff2.1_end.0-trans.2d_dat,1.0,730,2.1,8.72168097e-01
481,waveguide_smt_L1.0_LAM730_Neff2.3_end.0-trans.2d_dat,1.0,730,2.3,-1.05994057e+00
482,waveguide_smt_L1.0_LAM730_Neff2.5_end.0-trans.2d_dat,1.0,730,2.5,-2.53437720e+00
483,waveguide_smt_L1.0_LAM730_Neff2.7_end.0-trans.2d_dat,1.0,730,2.7,1.80040460e+00
484,waveguide_smt_L1.0_LAM730_Neff2.9_end.0-trans.2d_dat,1.0,730,2.9,2.56387217e-01
485,waveguide_smt_L1.0_LAM740_Neff1.1_end.0-trans.2d_dat,1.0,740,1.1,-3.05668474e+00
486,waveguide_smt_L1.0_LAM740_Neff1.3_end.0-trans.2d_dat,1.0,740,1.3,1.52892725e+00
487,waveguide_smt_L1.0_LAM740_Neff1.5_end.0-trans.2d_dat,1.0,740,1.5,-1.77880592e-01
488,waveguide_smt_L1.0_LAM740_Neff1.7_end.0-trans.2d_dat,1.0,740,1.7,-1.84320832e+00
489,waveguide_smt_L1.0_LAM740_Neff1.9_end.0-trans.2d_dat,1.0,740,1.9,2.66109888e+00
490,waveguide_smt_L1.0_LAM740_Neff2.1_end.0-trans.2d_dat,1.0,740,2.1,1.10222896e+00
491,waveguide_smt_L1.0_LAM740_Neff2.3_end.0-trans.2d_dat,1.0,740,2.3,-8.03670911e-01
492,waveguide_smt_L1.0_LAM740_Neff2.5_end.0-trans.2d_dat,1.0,740,2.5,-2.22650339e+00
493,waveguide_smt_L1.0_LAM740_Neff2.7_end.0-trans.2d_dat,1.0,740,2.7,2.04783067e+00
494,waveguide_smt_L1.0_LAM740_Neff2.9_end.0-trans.2d_dat,1.0,740,2.9,7.00023340e-01
495,waveguide_smt_L1.0_LAM750_Neff1.1_end.0-trans.2d_dat,1.0,750,1.1,-2.93215314e+00
496,waveguide_smt_L1.0_LAM750_Neff1.3_end.0-trans.2d_dat,1.0,750,1.3,1.67408199e+00
497,waveguide_smt_L1.0_LAM750_Neff1.5_end.0-trans.2d_dat,1.0,750,1.5,1.31775049e-11
498,waveguide_smt_L1.0_LAM750_Neff1.7_end.0-trans.2d_dat,1.0,750,1.7,-1.66637974e+00
499,waveguide_smt_L1.0_LAM750_Neff1.9_end.0-trans.2d_dat,1.0,750,1.9,2.90123000e+00
500,waveguide_smt_L1.0_LAM750_Neff2.1_end.0-trans.2d_dat,1.0,750,2.1,1.30978493e+00
501,waveguide_smt_L1.0_LAM750_Neff2.3_end.0-trans.2d_dat,1.0,750,2.3,-5.19527108e-01
502,waveguide_smt_L1.0_LAM750_Neff2.5_end.0-trans.2d_dat,1.0,750,2.5,-1.97322619e+00
503,waveguide_smt_L1.0_LAM750_Neff2.7_end.0-trans.2d_dat,1.0,750,2.7,2.33675001e+00
504,waveguide_smt_L1.0_LAM750_Neff2.9_end.0-trans.2d_dat,1.0,750,2.9,1.03247545e+00
505,waveguide_smt_L1.0_LAM760_Neff1.1_end.0-trans.2d_dat,1.0,760,1.1,-2.81089869e+00
506,waveguide_smt_L1.0_LAM760_Neff1.3_end.0-trans.2d_dat,1.0,760,1.3,1.81553168e+00
507,waveguide_smt_L1.0_LAM760_Neff1.5_end.0-trans.2d_dat,1.0,760,1.5,1.73207996e-01
508,waveguide_smt_L1.0_LAM760_Neff1.7_end.0-trans.2d_dat,1.0,760,1.7,-1.49535314e+00
509,waveguide_smt_L1.0_LAM760_Neff1.9_end.0-trans.2d_dat,1.0,760,1.9,-3.14159265e+00
510,waveguide_smt_L1.0_LAM760_Neff2.1_end.0-trans.2d_dat,1.0,760,2.1,1.50278322e+00
511,waveguide_smt_L1.0_LAM760_Neff2.3_end.0-trans.2d_dat,1.0,760,2.3,-2.11163707e-01
512,waveguide_smt_L1.0_LAM760_Neff2.5_end.0-trans.2d_dat,1.0,760,2.5,-1.75537226e+00
513,waveguide_smt_L1.0_LAM760_Neff2.7_end.0-trans.2d_dat,1.0,760,2.7,2.68496562e+00
514,waveguide_smt_L1.0_LAM760_Neff2.9_end.0-trans.2d_dat,1.0,760,2.9,1.28770227e+00
515,waveguide_smt_L1.0_LAM770_Neff1.1_end.0-trans.2d_dat,1.0,770,1.1,-2.69279370e+00
516,waveguide_smt_L1.0_LAM770_Neff1.3_end.0-trans.2d_dat,1.0,770,1.3,1.95355932e+00
517,waveguide_smt_L1.0_LAM770_Neff1.5_end.0-trans.2d_dat,1.0,770,1.5,3.41050290e-01
518,waveguide_smt_L1.0_LAM770_Neff1.7_end.0-trans.2d_dat,1.0,770,1.7,-1.32793726e+00
519,waveguide_smt_L1.0_LAM770_Neff1.9_end.0-trans.2d_dat,1.0,770,1.9,-2.90741698e+00
520,waveguide_smt_L1.0_LAM770_Neff2.1_end.0-trans.2d_dat,1.0,770,2.1,1.68844547e+00
521,waveguide_smt_L1.0_LAM770_Neff2.3_end.0-trans.2d_dat,1.0,770,2.3,1.04671220e-01
522,waveguide_smt_L1.0_LAM770_Neff2.5_end.0-trans.2d_dat,1.0,770,2.5,-1.55575520e+00
523,waveguide_smt_L1.0_LAM770_Neff2.7_end.0-trans.2d_dat,1.0,770,2.7,3.08324285e+00
524,waveguide_smt_L1.0_LAM770_Neff2.9_end.0-trans.2d_dat,1.0,770,2.9,1.50301832e+00
525,waveguide_smt_L1.0_LAM780_Neff1.1_end.0-trans.2d_dat,1.0,780,1.1,-2.57771705e+00
526,waveguide_smt_L1.0_LAM780_Neff1.3_end.0-trans.2d_dat,1.0,780,1.3,2.08840192e+00
527,waveguide_smt_L1.0_LAM780_Neff1.5_end.0-trans.2d_dat,1.0,780,1.5,5.03063759e-01
528,waveguide_smt_L1.0_LAM780_Neff1.7_end.0-trans.2d_dat,1.0,780,1.7,-1.16230226e+00
529,waveguide_smt_L1.0_LAM780_Neff1.9_end.0-trans.2d_dat,1.0,780,1.9,-2.68493385e+00
530,waveguide_smt_L1.0_LAM780_Neff2.1_end.0-trans.2d_dat,1.0,780,2.1,1.87301397e+00
531,waveguide_smt_L1.0_LAM780_Neff2.3_end.0-trans.2d_dat,1.0,780,2.3,4.05133426e-01
532,waveguide_smt_L1.0_LAM780_Neff2.5_end.0-trans.2d_dat,1.0,780,2.5,-1.36040505e+00
533,waveguide_smt_L1.0_LAM780_Neff2.7_end.0-trans.2d_dat,1.0,780,2.7,-2.80251095e+00
534,waveguide_smt_L1.0_LAM780_Neff2.9_end.0-trans.2d_dat,1.0,780,2.9,1.70537158e+00
535,waveguide_smt_L1.0_LAM790_Neff1.1_end.0-trans.2d_dat,1.0,790,1.1,-2.46555373e+00
536,waveguide_smt_L1.0_LAM790_Neff1.3_end.0-trans.2d_dat,1.0,790,1.3,2.22025001e+00
537,waveguide_smt_L1.0_LAM790_Neff1.5_end.0-trans.2d_dat,1.0,790,1.5,6.59050143e-01
538,waveguide_smt_L1.0_LAM790_Neff1.7_end.0-trans.2d_dat,1.0,790,1.7,-9.97052267e-01
539,waveguide_smt_L1.0_LAM790_Neff1.9_end.0-trans.2d_dat,1.0,790,1.9,-2.47731464e+00
540,waveguide_smt_L1.0_LAM790_Neff2.1_end.0-trans.2d_dat,1.0,790,2.1,2.06176232e+00
541,waveguide_smt_L1.0_LAM790_Neff2.3_end.0-trans.2d_dat,1.0,790,2.3,6.74463048e-01
542,waveguide_smt_L1.0_LAM790_Neff2.5_end.0-trans.2d_dat,1.0,790,2.5,-1.15730176e+00
543,waveguide_smt_L1.0_LAM790_Neff2.7_end.0-trans.2d_dat,1.0,790,2.7,-2.45862773e+00
544,waveguide_smt_L1.0_LAM790_Neff2.9_end.0-trans.2d_dat,1.0,790,2.9,1.91617892e+00
545,waveguide_smt_L1.0_LAM800_Neff1.1_end.0-trans.2d_dat,1.0,800,1.1,-2.35619449e+00
546,waveguide_smt_L1.0_LAM800_Neff1.3_end.0-trans.2d_dat,1.0,800,1.3,2.34925016e+00
547,waveguide_smt_L1.0_LAM800_Neff1.5_end.0-trans.2d_dat,1.0,800,1.5,8.09062384e-01
548,waveguide_smt_L1.0_LAM800_Neff1.7_end.0-trans.2d_dat,1.0,800,1.7,-8.31284299e-01
549,waveguide_smt_L1.0_LAM800_Neff1.9_end.0-trans.2d_dat,1.0,800,1.9,-2.28520288e+00
550,waveguide_smt_L1.0_LAM800_Neff2.1_end.0-trans.2d_dat,1.0,800,2.1,2.25884692e+00
551,waveguide_smt_L1.0_LAM800_Neff2.3_end.0-trans.2d_dat,1.0,800,2.3,9.09327264e-01
552,waveguide_smt_L1.0_LAM800_Neff2.5_end.0-trans.2d_dat,1.0,800,2.5,-9.35495293e-01
553,waveguide_smt_L1.0_LAM800_Neff2.7_end.0-trans.2d_dat,1.0,800,2.7,-2.18073228e+00
554,waveguide_smt_L1.0_LAM800_Neff2.9_end.0-trans.2d_dat,1.0,800,2.9,2.15639624e+00
555,waveguide_smt_L1.0_LAM810_Neff1.1_end.0-trans.2d_dat,1.0,810,1.1,-2.24953548e+00
556,waveguide_smt_L1.0_LAM810_Neff1.3_end.0-trans.2d_dat,1.0,810,1.3,2.47550955e+00
557,waveguide_smt_L1.0_LAM810_Neff1.5_end.0-trans.2d_dat,1.0,810,1.5,9.53359888e-01
558,waveguide_smt_L1.0_LAM810_Neff1.7_end.0-trans.2d_dat,1.0,810,1.7,-6.64634111e-01
559,waveguide_smt_L1.0_LAM810_Neff1.9_end.0-trans.2d_dat,1.0,810,1.9,-2.10737354e+00
560,waveguide_smt_L1.0_LAM810_Neff2.1_end.0-trans.2d_dat,1.0,810,2.1,2.46680788e+00
561,waveguide_smt_L1.0_LAM810_Neff2.3_end.0-trans.2d_dat,1.0,810,2.3,1.11466056e+00
562,waveguide_smt_L1.0_LAM810_Neff2.5_end.0-trans.2d_dat,1.0,810,2.5,-6.85961781e-01
563,waveguide_smt_L1.0_LAM810_Neff2.7_end.0-trans.2d_dat,1.0,810,2.7,-1.95428702e+00
564,waveguide_smt_L1.0_LAM810_Neff2.9_end.0-trans.2d_dat,1.0,810,2.9,2.44764812e+00
565,waveguide_smt_L1.0_LAM820_Neff1.1_end.0-trans.2d_dat,1.0,820,1.1,-2.14547791e+00
566,waveguide_smt_L1.0_LAM820_Neff1.3_end.0-trans.2d_dat,1.0,820,1.3,2.59910217e+00
567,waveguide_smt_L1.0_LAM820_Neff1.5_end.0-trans.2d_dat,1.0,820,1.5,1.09235073e+00
568,waveguide_smt_L1.0_LAM820_Neff1.7_end.0-trans.2d_dat,1.0,820,1.7,-4.97291834e-01
569,waveguide_smt_L1.0_LAM820_Neff1.9_end.0-trans.2d_dat,1.0,820,1.9,-1.94158285e+00
570,waveguide_smt_L1.0_LAM820_Neff2.1_end.0-trans.2d_dat,1.0,820,2.1,2.68575649e+00
571,waveguide_smt_L1.0_LAM820_Neff2.3_end.0-trans.2d_dat,1.0,820,2.3,1.29816806e+00
572,waveguide_smt_L1.0_LAM820_Neff2.5_end.0-trans.2d_dat,1.0,820,2.5,-4.05462660e-01
573,waveguide_smt_L1.0_LAM820_Neff2.7_end.0-trans.2d_dat,1.0,820,2.7,-1.76052652e+00
574,waveguide_smt_L1.0_LAM820_Neff2.9_end.0-trans.2d_dat,1.0,820,2.9,2.80238338e+00
575,waveguide_smt_L1.0_LAM830_Neff1.1_end.0-trans.2d_dat,1.0,830,1.1,-2.04392775e+00
576,waveguide_smt_L1.0_LAM830_Neff1.3_end.0-trans.2d_dat,1.0,830,1.3,2.72007572e+00
577,waveguide_smt_L1.0_LAM830_Neff1.5_end.0-trans.2d_dat,1.0,830,1.5,1.22653424e+00
578,waveguide_smt_L1.0_LAM830_Neff1.7_end.0-trans.2d_dat,1.0,830,1.7,-3.29962564e-01
579,waveguide_smt_L1.0_LAM830_Neff1.9_end.0-trans.2d_dat,1.0,830,1.9,-1.78522091e+00
580,waveguide_smt_L1.0_LAM830_Neff2.1_end.0-trans.2d_dat,1.0,830,2.1,2.91267231e+00
581,waveguide_smt_L1.0_LAM830_Neff2.3_end.0-trans.2d_dat,1.0,830,2.3,1.46743038e+00
582,waveguide_smt_L1.0_LAM830_Neff2.5_end.0-trans.2d_dat,1.0,830,2.5,-1.02514082e-01
583,waveguide_smt_L1.0_LAM830_Neff2.7_end.0-trans.2d_dat,1.0,830,2.7,-1.58402255e+00
584,waveguide_smt_L1.0_LAM830_Neff2.9_end.0-trans.2d_dat,1.0,830,2.9,-3.08455491e+00
585,waveguide_smt_L1.0_LAM840_Neff1.1_end.0-trans.2d_dat,1.0,840,1.1,-1.94479545e+00
586,waveguide_smt_L1.0_LAM840_Neff1.3_end.0-trans.2d_dat,1.0,840,1.3,2.83845885e+00
587,waveguide_smt_L1.0_LAM840_Neff1.5_end.0-trans.2d_dat,1.0,840,1.5,1.35645153e+00
588,waveguide_smt_L1.0_LAM840_Neff1.7_end.0-trans.2d_dat,1.0,840,1.7,-1.63754515e-01
589,waveguide_smt_L1.0_LAM840_Neff1.9_end.0-trans.2d_dat,1.0,840,1.9,-1.63569421e+00
590,waveguide_smt_L1.0_LAM840_Neff2.1_end.0-trans.2d_dat,1.0,840,2.1,-3.14159265e+00
591,waveguide_smt_L1.0_LAM840_Neff2.3_end.0-trans.2d_dat,1.0,840,2.3,1.62906791e+00
592,waveguide_smt_L1.0_LAM840_Neff2.5_end.0-trans.2d_dat,1.0,840,2.5,2.01660090e-01
593,waveguide_smt_L1.0_LAM840_Neff2.7_end.0-trans.2d_dat,1.0,840,2.7,-1.41262676e+00
594,waveguide_smt_L1.0_LAM840_Neff2.9_end.0-trans.2d_dat,1.0,840,2.9,-2.70624773e+00
595,waveguide_smt_L1.0_LAM850_Neff1.1_end.0-trans.2d_dat,1.0,850,1.1,-1.84799568e+00
596,waveguide_smt_L1.0_LAM850_Neff1.3_end.0-trans.2d_dat,1.0,850,1.3,2.95426812e+00
597,waveguide_smt_L1.0_LAM850_Neff1.5_end.0-trans.2d_dat,1.0,850,1.5,1.48264673e+00
598,waveguide_smt_L1.0_LAM850_Neff1.7_end.0-trans.2d_dat,1.0,850,1.7,1.37796896e-11
599,waveguide_smt_L1.0_LAM850_Neff1.9_end.0-trans.2d_dat,1.0,850,1.9,-1.49060888e+00
600,waveguide_smt_L1.0_LAM850_Neff2.1_end.0-trans.2d_dat,1.0,850,2.1,-2.91800078e+00
601,waveguide_smt_L1.0_LAM850_Neff2.3_end.0-trans.2d_dat,1.0,850,2.3,1.78876874e+00
602,waveguide_smt_L1.0_LAM850_Neff2.5_end.0-trans.2d_dat,1.0,850,2.5,4.83806030e-01
603,waveguide_smt_L1.0_LAM850_Neff2.7_end.0-trans.2d_dat,1.0,850,2.7,-1.23592864e+00
604,waveguide_smt_L1.0_LAM850_Neff2.9_end.0-trans.2d_dat,1.0,850,2.9,-2.39051407e+00
605,waveguide_smt_L1.0_LAM860_Neff1.1_end.0-trans.2d_dat,1.0,860,1.1,-1.75344706e+00
606,waveguide_smt_L1.0_LAM860_Neff1.3_end.0-trans.2d_dat,1.0,860,1.3,3.06751425e+00
607,waveguide_smt_L1.0_LAM860_Neff1.5_end.0-trans.2d_dat,1.0,860,1.5,1.60563862e+00
608,waveguide_smt_L1.0_LAM860_Neff1.7_end.0-trans.2d_dat,1.0,860,1.7,1.59957201e-01
609,waveguide_smt_L1.0_LAM860_Neff1.9_end.0-trans.2d_dat,1.0,860,1.9,-1.34784442e+00
610,waveguide_smt_L1.0_LAM860_Neff2.1_end.0-trans.2d_dat,1.0,860,2.1,-2.70612716e+00
611,waveguide_smt_L1.0_LAM860_Neff2.3_end.0-trans.2d_dat,1.0,860,2.3,1.95150499e+00
612,waveguide_smt_L1.0_LAM860_Neff2.5_end.0-trans.2d_dat,1.0,860,2.5,7.31355564e-01
613,waveguide_smt_L1.0_LAM860_Neff2.7_end.0-trans.2d_dat,1.0,860,2.7,-1.04404200e+00
614,waveguide_smt_L1.0_LAM860_Neff2.9_end.0-trans.2d_dat,1.0,860,2.9,-2.13968856e+00
615,waveguide_smt_L1.0_LAM870_Neff1.1_end.0-trans.2d_dat,1.0,870,1.1,-1.66107198e+00
616,waveguide_smt_L1.0_LAM870_Neff1.3_end.0-trans.2d_dat,1.0,870,1.3,-3.10497780e+00
617,waveguide_smt_L1.0_LAM870_Neff1.5_end.0-trans.2d_dat,1.0,870,1.5,1.72590099e+00
618,waveguide_smt_L1.0_LAM870_Neff1.7_end.0-trans.2d_dat,1.0,870,1.7,3.14957832e-01
619,waveguide_smt_L1.0_LAM870_Neff1.9_end.0-trans.2d_dat,1.0,870,1.9,-1.20558447e+00
620,waveguide_smt_L1.0_LAM870_Neff2.1_end.0-trans.2d_dat,1.0,870,2.1,-2.50976754e+00
621,waveguide_smt_L1.0_LAM870_Neff2.3_end.0-trans.2d_dat,1.0,870,2.3,2.12163487e+00
622,waveguide_smt_L1.0_LAM870_Neff2.5_end.0-trans.2d_dat,1.0,870,2.5,9.44096198e-01
623,waveguide_smt_L1.0_LAM870_Neff2.7_end.0-trans.2d_dat,1.0,870,2.7,-8.27427236e-01
624,waveguide_smt_L1.0_LAM870_Neff2.9_end.0-trans.2d_dat,1.0,870,2.9,-1.93647467e+00
625,waveguide_smt_L1.0_LAM880_Neff1.1_end.0-trans.2d_dat,1.0,880,1.1,-1.57079633e+00
626,waveguide_smt_L1.0_LAM880_Neff1.3_end.0-trans.2d_dat,1.0,880,1.3,-2.99682339e+00
627,waveguide_smt_L1.0_LAM880_Neff1.5_end.0-trans.2d_dat,1.0,880,1.5,1.84384990e+00
628,waveguide_smt_L1.0_LAM880_Neff1.7_end.0-trans.2d_dat,1.0,880,1.7,4.64162399e-01
629,waveguide_smt_L1.0_LAM880_Neff1.9_end.0-trans.2d_dat,1.0,880,1.9,-1.06234412e+00
630,waveguide_smt_L1.0_LAM880_Neff2.1_end.0-trans.2d_dat,1.0,880,2.1,-2.32988190e+00
631,waveguide_smt_L1.0_LAM880_Neff2.3_end.0-trans.2d_dat,1.0,880,2.3,2.30272260e+00
632,waveguide_smt_L1.0_LAM880_Neff2.5_end.0-trans.2d_dat,1.0,880,2.5,1.12831797e+00
633,waveguide_smt_L1.0_LAM880_Neff2.7_end.0-trans.2d_dat,1.0,880,2.7,-5.78835275e-01
634,waveguide_smt_L1.0_LAM880_Neff2.9_end.0-trans.2d_dat,1.0,880,2.9,-1.76312293e+00
635,waveguide_smt_L1.0_LAM890_Neff1.1_end.0-trans.2d_dat,1.0,890,1.1,-1.48254934e+00
636,waveguide_smt_L1.0_LAM890_Neff1.3_end.0-trans.2d_dat,1.0,890,1.3,-2.89118701e+00
637,waveguide_smt_L1.0_LAM890_Neff1.5_end.0-trans.2d_dat,1.0,890,1.5,1.95983588e+00
638,waveguide_smt_L1.0_LAM890_Neff1.7_end.0-trans.2d_dat,1.0,890,1.7,6.07106435e-01
639,waveguide_smt_L1.0_LAM890_Neff1.9_end.0-trans.2d_dat,1.0,890,1.9,-9.17013330e-01
640,waveguide_smt_L1.0_LAM890_Neff2.1_end.0-trans.2d_dat,1.0,890,2.1,-2.16534897e+00
641,waveguide_smt_L1.0_LAM890_Neff2.3_end.0-trans.2d_dat,1.0,890,2.3,2.49696197e+00
642,waveguide_smt_L1.0_LAM890_Neff2.5_end.0-trans.2d_dat,1.0,890,2.5,1.29177151e+00
643,waveguide_smt_L1.0_LAM890_Neff2.7_end.0-trans.2d_dat,1.0,890,2.7,-2.98492064e-01
644,waveguide_smt_L1.0_LAM890_Neff2.9_end.0-trans.2d_dat,1.0,890,2.9,-1.60593004e+00
645,waveguide_smt_L1.0_LAM900_Neff1.1_end.0-trans.2d_dat,1.0,900,1.1,-1.39626340e+00
646,waveguide_smt_L1.0_LAM900_Neff1.3_end.0-trans.2d_dat,1.0,900,1.3,-2.78803916e+00
647,waveguide_smt_L1.0_LAM900_Neff1.5_end.0-trans.2d_dat,1.0,900,1.5,2.07413997e+00
648,waveguide_smt_L1.0_LAM900_Neff1.7_end.0-trans.2d_dat,1.0,900,1.7,7.43684403e-01
649,waveguide_smt_L1.0_LAM900_Neff1.9_end.0-trans.2d_dat,1.0,900,1.9,-7.68919573e-01
650,waveguide_smt_L1.0_LAM900_Neff2.1_end.0-trans.2d_dat,1.0,900,2.1,-2.01393368e+00
651,waveguide_smt_L1.0_LAM900_Neff2.3_end.0-trans.2d_dat,1.0,900,2.3,2.70423980e+00
652,waveguide_smt_L1.0_LAM900_Neff2.5_end.0-trans.2d_dat,1.0,900,2.5,1.44152153e+00
653,waveguide_smt_L1.0_LAM900_Neff2.7_end.0-trans.2d_dat,1.0,900,2.7,2.69798706e-11
654,waveguide_smt_L1.0_LAM900_Neff2.9_end.0-trans.2d_dat,1.0,900,2.9,-1.45438470e+00
655,waveguide_smt_L1.0_LAM910_Neff1.1_end.0-trans.2d_dat,1.0,910,1.1,-1.31187386e+00
656,waveguide_smt_L1.0_LAM910_Neff1.3_end.0-trans.2d_dat,1.0,910,1.3,-2.68734076e+00
657,waveguide_smt_L1.0_LAM910_Neff1.5_end.0-trans.2d_dat,1.0,910,1.5,2.18697274e+00
658,waveguide_smt_L1.0_LAM910_Neff1.7_end.0-trans.2d_dat,1.0,910,1.7,8.74087498e-01
659,waveguide_smt_L1.0_LAM910_Neff1.9_end.0-trans.2d_dat,1.0,910,1.9,-6.17897797e-01
660,waveguide_smt_L1.0_LAM910_Neff2.1_end.0-trans.2d_dat,1.0,910,2.1,-1.87301397e+00
661,waveguide_smt_L1.0_LAM910_Neff2.3_end.0-trans.2d_dat,1.0,910,2.3,2.92126119e+00
662,waveguide_smt_L1.0_LAM910_Neff2.5_end.0-trans.2d_dat,1.0,910,2.5,1.58352321e+00
663,waveguide_smt_L1.0_LAM910_Neff2.7_end.0-trans.2d_dat,1.0,910,2.7,2.92119845e-01
664,waveguide_smt_L1.0_LAM910_Neff2.9_end.0-trans.2d_dat,1.0,910,2.9,-1.29958178e+00
665,waveguide_smt_L1.0_LAM920_Neff1.1_end.0-trans.2d_dat,1.0,920,1.1,-1.22931886e+00
666,waveguide_smt_L1.0_LAM920_Neff1.3_end.0-trans.2d_dat,1.0,920,1.3,-2.58904316e+00
667,waveguide_smt_L1.0_LAM920_Neff1.5_end.0-trans.2d_dat,1.0,920,1.5,2.29847573e+00
668,waveguide_smt_L1.0_LAM920_Neff1.7_end.0-trans.2d_dat,1.0,920,1.7,9.98722967e-01
669,waveguide_smt_L1.0_LAM920_Neff1.9_end.0-trans.2d_dat,1.0,920,1.9,-4.64340469e-01
670,waveguide_smt_L1.0_LAM920_Neff2.1_end.0-trans.2d_dat,1.0,920,2.1,-1.73999002e+00
671,waveguide_smt_L1.0_LAM920_Neff2.3_end.0-trans.2d_dat,1.0,920,2.3,-3.14159265e+00
672,waveguide_smt_L1.0_LAM920_Neff2.5_end.0-trans.2d_dat,1.0,920,2.5,1.72281977e+00
673,waveguide_smt_L1.0_LAM920_Neff2.7_end.0-trans.2d_dat,1.0,920,2.7,5.56122343e-01
674,waveguide_smt_L1.0_LAM920_Neff2.9_end.0-trans.2d_dat,1.0,920,2.9,-1.13296094e+00
675,waveguide_smt_L1.0_LAM930_Neff1.1_end.0-trans.2d_dat,1.0,930,1.1,-1.14853925e+00
676,waveguide_smt_L1.0_LAM930_Neff1.3_end.0-trans.2d_dat,1.0,930,1.3,-2.49308874e+00
677,waveguide_smt_L1.0_LAM930_Neff1.5_end.0-trans.2d_dat,1.0,930,1.5,2.40872522e+00
678,waveguide_smt_L1.0_LAM930_Neff1.7_end.0-trans.2d_dat,1.0,930,1.7,1.11813544e+00
679,waveguide_smt_L1.0_LAM930_Neff1.9_end.0-trans.2d_dat,1.0,930,1.9,-3.09191408e-01
680,waveguide_smt_L1.0_LAM930_Neff2.1_end.0-trans.2d_dat,1.0,930,2.1,-1.61246257e+00
681,waveguide_smt_L1.0_LAM930_Neff2.3_end.0-trans.2d_dat,1.0,930,2.3,-2.92594189e+00
682,waveguide_smt_L1.0_LAM930_Neff2.5_end.0-trans.2d_dat,1.0,930,2.5,1.86385271e+00
683,waveguide_smt_L1.0_LAM930_Neff2.7_end.0-trans.2d_dat,1.0,930,2.7,7.83388631e-01
684,waveguide_smt_L1.0_LAM930_Neff2.9_end.0-trans.2d_dat,1.0,930,2.9,-9.45644349e-01
685,waveguide_smt_L1.0_LAM940_Neff1.1_end.0-trans.2d_dat,1.0,940,1.1,-1.06947835e+00
686,waveguide_smt_L1.0_LAM940_Neff1.3_end.0-trans.2d_dat,1.0,940,1.3,-2.39941202e+00
687,waveguide_smt_L1.0_LAM940_Neff1.5_end.0-trans.2d_dat,1.0,940,1.5,2.51773815e+00
688,waveguide_smt_L1.0_LAM940_Neff1.7_end.0-trans.2d_dat,1.0,940,1.7,1.23294127e+00
